P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Ae_bicornis	Ae_tauschii	Er_bonaepartis	37.762133285841706	0.0	0.7918941912829228	63056584.6875	5220867.6875	5865575.9375	1047762.6875	1141174.75	5216661.0625	880695.8125	687542.25	1516426.6875	13510874.5625	1243756.625	891936.625	1035469.25	908033.5	72984.875
Ae_bicornis	Er_bonaepartis	Ae_tauschii	-105.93214504237129	1.0	0.575637291869903	63056584.6875	5865575.9375	5220867.6875	1047762.6875	1141174.75	5216661.0625	1516426.6875	891936.625	880695.8125	13510874.5625	1035469.25	687542.25	1243756.625	908033.5	72984.875
Ae_tauschii	Ae_bicornis	Er_bonaepartis	-27.8384346745401	1.0	1.5539405423708863	63056584.6875	5220867.6875	5216661.0625	880695.8125	687542.25	5865575.9375	1047762.6875	1141174.75	1516426.6875	13510874.5625	1243756.625	891936.625	908033.5	1035469.25	72984.875
Ae_bicornis	Ae_tauschii	S_vavilovii	44.61995731406632	0.0	0.7012884740033559	63529581.375	4670820.125	6126701.375	1088835.875	1038849.0	5440889.75	891591.875	620757.125	1354663.875	14051236.5	996847.625	1013418.875	1109320.375	1082232.5	74409.75
Ae_bicornis	S_vavilovii	Ae_tauschii	-60.134827994177904	1.0	0.6353025106324598	63529581.375	6126701.375	4670820.125	1088835.875	1038849.0	5440889.75	1354663.875	1013418.875	891591.875	14051236.5	1109320.375	620757.125	996847.625	1082232.5	74409.75
Ae_tauschii	Ae_bicornis	S_vavilovii	-25.614232803718696	1.0	3.8759477429138003	63529581.375	4670820.125	5440889.75	891591.875	620757.125	6126701.375	1088835.875	1038849.0	1354663.875	14051236.5	996847.625	1013418.875	1082232.5	1109320.375	74409.75
Ae_bicornis	Ae_tauschii	T_boeoticum	110.507349704414	0.0	0.7583000096143158	106906273.6875	160088127.625	8669247.625	7258883.0625	13596226.5	9349763.5625	4749166.0	9053455.375	12623053.25	22981779.5625	24531332.375	911874.625	839985.125	1296033.125	507818.5
Ae_bicornis	T_boeoticum	Ae_tauschii	-236.1940473853931	1.0	0.5947917424572664	106906273.6875	8669247.625	160088127.625	7258883.0625	13596226.5	9349763.5625	12623053.25	911874.625	4749166.0	22981779.5625	839985.125	9053455.375	24531332.375	1296033.125	507818.5
Ae_tauschii	Ae_bicornis	T_boeoticum	-75.28431789317972	1.0	1.8792286832525933	106906273.6875	160088127.625	9349763.5625	4749166.0	9053455.375	8669247.625	7258883.0625	13596226.5	12623053.25	22981779.5625	24531332.375	911874.625	1296033.125	839985.125	507818.5
Ae_bicornis	Ae_tauschii	T_urartu	67.23517327665363	0.0	0.4114834847126062	257111167.75	17075855.5625	22346889.25	4942067.5625	5124719.625	22216338.25	3165581.0625	2049572.125	4407678.5	57595246.3125	3637420.125	3744572.25	3929847.375	4289493.875	267704.375
Ae_bicornis	T_urartu	Ae_tauschii	-99999.9	1.0	1.7550978360260328	257111167.75	22346889.25	17075855.5625	4942067.5625	5124719.625	22216338.25	4407678.5	3744572.25	3165581.0625	57595246.3125	3929847.375	2049572.125	3637420.125	4289493.875	267704.375
Ae_tauschii	Ae_bicornis	T_urartu	-28.926668818070095	1.0	0.23124960563513686	257111167.75	17075855.5625	22216338.25	3165581.0625	2049572.125	22346889.25	4942067.5625	5124719.625	4407678.5	57595246.3125	3637420.125	3744572.25	4289493.875	3929847.375	267704.375
Ae_bicornis	Ae_tauschii	Ta_caputMedusae	44.624255124182326	0.0	0.4279726019189607	64223942.1875	4241254.1875	5830513.0625	1160029.1875	1196012.125	5382153.0625	883161.0625	600053.25	1090304.9375	14540081.4375	750842.75	879312.5	1091348.25	1046868.625	67951.375
Ae_bicornis	Ta_caputMedusae	Ae_tauschii	-99999.9	1.0	1.5073820424120645	64223942.1875	5830513.0625	4241254.1875	1160029.1875	1196012.125	5382153.0625	1090304.9375	879312.5	883161.0625	14540081.4375	1091348.25	600053.25	750842.75	1046868.625	67951.375
Ae_tauschii	Ae_bicornis	Ta_caputMedusae	-15.020442773614569	1.0	0.20117075570401682	64223942.1875	4241254.1875	5382153.0625	883161.0625	600053.25	5830513.0625	1160029.1875	1196012.125	1090304.9375	14540081.4375	750842.75	879312.5	1046868.625	1091348.25	67951.375
Ae_bicornis	Ae_umbellulata	Ae_uniaristata	-127.72854514031691	1.0	0.5602424142877028	191136836.625	12029751.75	21000003.75	2571144.0	2184281.125	13101012.125	4119973.625	3756578.375	2146795.5	43167376.375	2218870.0	1589523.25	4023581.125	2454825.125	182366.25
Ae_bicornis	Ae_uniaristata	Ae_umbellulata	34.995079938166704	0.0	0.8230057194880995	191136836.625	21000003.75	12029751.75	2571144.0	2184281.125	13101012.125	2146795.5	1589523.25	4119973.625	43167376.375	4023581.125	3756578.375	2218870.0	2454825.125	182366.25
Ae_umbellulata	Ae_bicornis	Ae_uniaristata	-99999.9	1.0	-0.3773727193508918	191136836.625	12029751.75	13101012.125	4119973.625	3756578.375	21000003.75	2571144.0	2184281.125	2146795.5	43167376.375	2218870.0	1589523.25	2454825.125	4023581.125	182366.25
Ae_bicornis	Ae_umbellulata	Er_bonaepartis	29.20897389119593	0.0	0.7810462014707141	46930133.125	3903448.4375	4780707.375	809691.3125	864809.75	4065604.3125	711269.5	552629.125	1062357.1875	10024716.25	885759.25	591993.0	832962.75	718425.75	56293.875
Ae_bicornis	Er_bonaepartis	Ae_umbellulata	-74.98450555430658	1.0	0.5815082664626099	46930133.125	4780707.375	3903448.4375	809691.3125	864809.75	4065604.3125	1062357.1875	591993.0	711269.5	10024716.25	832962.75	552629.125	885759.25	718425.75	56293.875
Ae_umbellulata	Ae_bicornis	Er_bonaepartis	-21.02070567789756	1.0	1.638091417619398	46930133.125	3903448.4375	4065604.3125	711269.5	552629.125	4780707.375	809691.3125	864809.75	1062357.1875	10024716.25	885759.25	591993.0	718425.75	832962.75	56293.875
Ae_bicornis	Ae_umbellulata	S_vavilovii	35.10713098877203	0.0	0.6614890818280481	47315068.5625	3471023.25	4952445.25	852154.1875	816013.75	4253937.875	733004.4375	486657.625	965836.6875	10369377.625	760763.375	670408.375	931225.625	841112.0	57059.375
Ae_bicornis	S_vavilovii	Ae_umbellulata	-33.496221508069254	1.0	0.6719259425464573	47315068.5625	4952445.25	3471023.25	852154.1875	816013.75	4253937.875	965836.6875	670408.375	733004.4375	10369377.625	931225.625	486657.625	760763.375	841112.0	57059.375
Ae_umbellulata	Ae_bicornis	S_vavilovii	-17.141381482294978	1.0	-20.79336046458456	47315068.5625	3471023.25	4253937.875	733004.4375	486657.625	4952445.25	852154.1875	816013.75	965836.6875	10369377.625	760763.375	670408.375	841112.0	931225.625	57059.375
Ae_bicornis	Ae_umbellulata	T_boeoticum	118.43791930190856	0.0	0.7195118788381573	79777374.375	118706307.75	6859171.625	5918825.5	11139914.25	7320150.25	3818025.5	7308811.875	9207025.75	16989866.25	17937533.625	668816.75	654237.0	997014.625	409727.875
Ae_bicornis	T_boeoticum	Ae_umbellulata	-185.38061493622214	1.0	0.6210528672237089	79777374.375	6859171.625	118706307.75	5918825.5	11139914.25	7320150.25	9207025.75	668816.75	3818025.5	16989866.25	654237.0	7308811.875	17937533.625	997014.625	409727.875
Ae_umbellulata	Ae_bicornis	T_boeoticum	-72.26713263893717	1.0	2.769243353283781	79777374.375	118706307.75	7320150.25	3818025.5	7308811.875	6859171.625	5918825.5	11139914.25	9207025.75	16989866.25	17937533.625	668816.75	997014.625	654237.0	409727.875
Ae_bicornis	Ae_umbellulata	T_urartu	35.245620320145996	0.0	0.2809484869678155	191207900.375	12820576.875	18490645.1875	3811785.0625	3781779.5	17411938.375	2643060.125	1619981.5	3099705.4375	42528903.3125	2792765.75	2437708.375	3396870.0	3411862.875	202056.25
Ae_bicornis	T_urartu	Ae_umbellulata	-99999.9	1.0	-1.78772110931651	191207900.375	18490645.1875	12820576.875	3811785.0625	3781779.5	17411938.375	3099705.4375	2437708.375	2643060.125	42528903.3125	3396870.0	1619981.5	2792765.75	3411862.875	202056.25
Ae_umbellulata	Ae_bicornis	T_urartu	-54.96101112493509	1.0	0.3786037311891091	191207900.375	12820576.875	17411938.375	2643060.125	1619981.5	18490645.1875	3811785.0625	3781779.5	3099705.4375	42528903.3125	2792765.75	2437708.375	3411862.875	3396870.0	202056.25
Ae_bicornis	Ae_umbellulata	Ta_caputMedusae	11.833271999993489	0.0	0.19938993868792346	47765272.0	3198339.375	4802004.75	890130.75	890740.875	4197271.3125	731484.8125	480280.25	770995.1875	10733621.3125	573447.625	573631.25	916234.875	824470.125	51616.5
Ae_bicornis	Ta_caputMedusae	Ae_umbellulata	-99999.9	1.0	-0.4962044830349693	47765272.0	4802004.75	3198339.375	890130.75	890740.875	4197271.3125	770995.1875	573631.25	731484.8125	10733621.3125	916234.875	480280.25	573447.625	824470.125	51616.5
Ae_umbellulata	Ae_bicornis	Ta_caputMedusae	-35.6808437261029	1.0	0.42888227797747513	47765272.0	3198339.375	4197271.3125	731484.8125	480280.25	4802004.75	890130.75	890740.875	770995.1875	10733621.3125	573447.625	573631.25	824470.125	916234.875	51616.5
Ae_bicornis	Ae_uniaristata	Er_bonaepartis	39.54362229479619	0.0	0.8792924200252745	65140584.0	5782705.625	4053056.6875	779230.5625	714762.125	4456778.625	624433.125	505225.875	1752052.5625	14028709.3125	1324576.25	1257589.125	678506.625	774793.25	64901.25
Ae_bicornis	Er_bonaepartis	Ae_uniaristata	-248.51125670648273	1.0	0.5368487868160333	65140584.0	4053056.6875	5782705.625	779230.5625	714762.125	4456778.625	1752052.5625	1257589.125	624433.125	14028709.3125	678506.625	505225.875	1324576.25	774793.25	64901.25
Ae_uniaristata	Ae_bicornis	Er_bonaepartis	-34.115149534275574	1.0	1.1892332389469051	65140584.0	5782705.625	4456778.625	624433.125	505225.875	4053056.6875	779230.5625	714762.125	1752052.5625	14028709.3125	1324576.25	1257589.125	774793.25	678506.625	64901.25
Ae_bicornis	Ae_uniaristata	S_vavilovii	56.853443168462704	0.0	0.8096337435837386	65798848.8125	5117018.6875	4173092.8125	859926.8125	686179.875	4709197.0	633746.75	408377.0	1595697.75	14573517.25	1117503.25	1358827.375	775750.625	950595.875	67413.125
Ae_bicornis	S_vavilovii	Ae_uniaristata	-184.94605898414582	1.0	0.566612811410408	65798848.8125	4173092.8125	5117018.6875	859926.8125	686179.875	4709197.0	1595697.75	1358827.375	633746.75	14573517.25	775750.625	408377.0	1117503.25	950595.875	67413.125
Ae_uniaristata	Ae_bicornis	S_vavilovii	-43.48569852327486	1.0	1.4438463748001766	65798848.8125	5117018.6875	4709197.0	633746.75	408377.0	4173092.8125	859926.8125	686179.875	1595697.75	14573517.25	1117503.25	1358827.375	950595.875	775750.625	67413.125
Ae_bicornis	Ae_uniaristata	T_boeoticum	43.635725472251636	0.0	0.9228140935241506	109535529.0625	168817170.5625	6087986.0	4502268.125	8181345.75	7736450.9375	3664720.1875	6918485.5	13678219.75	23888325.75	26365081.625	1108468.75	707103.75	1102711.375	415145.875
Ae_bicornis	T_boeoticum	Ae_uniaristata	-478.06135998652786	1.0	0.5218231342135928	109535529.0625	6087986.0	168817170.5625	4502268.125	8181345.75	7736450.9375	13678219.75	1108468.75	3664720.1875	23888325.75	707103.75	6918485.5	26365081.625	1102711.375	415145.875
Ae_uniaristata	Ae_bicornis	T_boeoticum	-39.98595132061867	1.0	1.100444637713518	109535529.0625	168817170.5625	7736450.9375	3664720.1875	6918485.5	6087986.0	4502268.125	8181345.75	13678219.75	23888325.75	26365081.625	1108468.75	1102711.375	707103.75	415145.875
Ae_bicornis	Ae_uniaristata	T_urartu	43.050349903836015	0.0	0.8236868643714986	263606227.6875	21058004.5625	16980881.625	3376214.25	2598842.125	18618121.5625	2689073.5625	1854941.375	5899207.375	58991848.5	4607481.375	5791891.75	3060053.125	3576864.75	253809.375
Ae_bicornis	T_urartu	Ae_uniaristata	-158.06913898723633	1.0	0.5599272172926661	263606227.6875	16980881.625	21058004.5625	3376214.25	2598842.125	18618121.5625	5899207.375	5791891.75	2689073.5625	58991848.5	3060053.125	1854941.375	4607481.375	3576864.75	253809.375
Ae_uniaristata	Ae_bicornis	T_urartu	-33.83526768051905	1.0	1.3742897160273537	263606227.6875	21058004.5625	18618121.5625	2689073.5625	1854941.375	16980881.625	3376214.25	2598842.125	5899207.375	58991848.5	4607481.375	5791891.75	3576864.75	3060053.125	253809.375
Ae_bicornis	Ae_uniaristata	Ta_caputMedusae	23.9377436246003	0.0	0.8796519712255212	66083448.5625	5071082.25	4270602.875	812847.6875	654558.625	4548939.1875	715690.25	472034.75	1425836.75	14928329.0625	992319.125	1302306.375	856438.75	869175.75	61972.0
Ae_bicornis	Ta_caputMedusae	Ae_uniaristata	-151.02883938050647	1.0	0.5367148462537072	66083448.5625	4270602.875	5071082.25	812847.6875	654558.625	4548939.1875	1425836.75	1302306.375	715690.25	14928329.0625	856438.75	472034.75	992319.125	869175.75	61972.0
Ae_uniaristata	Ae_bicornis	Ta_caputMedusae	-20.662743564615315	1.0	1.1883510680447327	66083448.5625	5071082.25	4548939.1875	715690.25	472034.75	4270602.875	812847.6875	654558.625	1425836.75	14928329.0625	992319.125	1302306.375	869175.75	856438.75	61972.0
Ae_bicornis	Er_bonaepartis	S_vavilovii	-99999.9	1.0	1.8899224461537483	16169618.9375	1156268.0	1337273.5625	289555.875	243638.375	1523832.375	272042.3125	148261.125	234848.875	3442531.9375	237225.0	196516.25	306226.0	279693.875	19146.5
Ae_bicornis	S_vavilovii	Er_bonaepartis	32.74893903795049	0.0	0.40471447701214697	16169618.9375	1337273.5625	1156268.0	289555.875	243638.375	1523832.375	234848.875	196516.25	272042.3125	3442531.9375	306226.0	148261.125	237225.0	279693.875	19146.5
Er_bonaepartis	Ae_bicornis	S_vavilovii	-15.42074702425224	1.0	0.7574989463700175	16169618.9375	1156268.0	1523832.375	272042.3125	148261.125	1337273.5625	289555.875	243638.375	234848.875	3442531.9375	237225.0	196516.25	279693.875	306226.0	19146.5
Ae_bicornis	Er_bonaepartis	T_boeoticum	12.20193761712647	0.0	0.954639488861171	26778642.8125	41061541.5	2149047.0625	1575377.375	2952076.0	2538538.0625	1502832.25	2731705.625	3029588.4375	5446858.875	5899894.625	287785.625	288064.25	328435.125	157045.375
Ae_bicornis	T_boeoticum	Er_bonaepartis	-244.59524560416912	1.0	0.5121680513262935	26778642.8125	2149047.0625	41061541.5	1575377.375	2952076.0	2538538.0625	3029588.4375	287785.625	1502832.25	5446858.875	288064.25	2731705.625	5899894.625	328435.125	157045.375
Er_bonaepartis	Ae_bicornis	T_boeoticum	-11.622152123591901	1.0	1.0525055464067268	26778642.8125	41061541.5	2538538.0625	1502832.25	2731705.625	2149047.0625	1575377.375	2952076.0	3029588.4375	5446858.875	5899894.625	287785.625	328435.125	288064.25	157045.375
Ae_bicornis	Er_bonaepartis	T_urartu	-21.726404027003994	1.0	0.7663105181988341	64876683.4375	4579754.6875	5291437.6875	1130427.6875	1079880.25	5940831.75	1231657.75	581877.625	899705.875	13854574.5	888193.0	813776.0	1173836.125	1088008.375	73142.25
Ae_bicornis	T_urartu	Er_bonaepartis	49.51844533552129	0.0	0.5899545018266027	64876683.4375	5291437.6875	4579754.6875	1130427.6875	1079880.25	5940831.75	899705.875	813776.0	1231657.75	13854574.5	1173836.125	581877.625	888193.0	1088008.375	73142.25
Er_bonaepartis	Ae_bicornis	T_urartu	-99999.9	1.0	1.781749126874878	64876683.4375	4579754.6875	5940831.75	1231657.75	581877.625	5291437.6875	1130427.6875	1079880.25	899705.875	13854574.5	888193.0	813776.0	1088008.375	1173836.125	73142.25
Ae_bicornis	Er_bonaepartis	Ta_caputMedusae	-99999.9	1.0	1.1344286660636285	16360654.8125	1020478.625	1253814.3125	309301.375	312001.625	1493313.8125	296808.625	138923.875	191383.6875	3536292.375	191156.25	161588.125	322315.375	274701.125	18507.0
Ae_bicornis	Ta_caputMedusae	Er_bonaepartis	82.35878979739499	0.0	0.47203232029712194	16360654.8125	1253814.3125	1020478.625	309301.375	312001.625	1493313.8125	191383.6875	161588.125	296808.625	3536292.375	322315.375	138923.875	191156.25	274701.125	18507.0
Er_bonaepartis	Ae_bicornis	Ta_caputMedusae	-9.7594344909278	1.0	0.904204370144836	16360654.8125	1020478.625	1493313.8125	296808.625	138923.875	1253814.3125	309301.375	312001.625	191383.6875	3536292.375	191156.25	161588.125	274701.125	322315.375	18507.0
Ae_bicornis	S_vavilovii	T_boeoticum	-8.130825646529539	0.9999999999999998	1.03119435499614	27027622.625	41582142.875	1911722.875	1470604.0	2717135.125	2647112.9375	1520090.8125	2832166.0	3155980.4375	5675097.4375	6191277.375	244249.375	255985.5	348426.75	157491.875
Ae_bicornis	T_boeoticum	S_vavilovii	-276.91219680155285	1.0	0.49255000780293556	27027622.625	1911722.875	41582142.875	1470604.0	2717135.125	2647112.9375	3155980.4375	244249.375	1520090.8125	5675097.4375	255985.5	2832166.0	6191277.375	348426.75	157491.875
S_vavilovii	Ae_bicornis	T_boeoticum	8.37678884483517	0.0	0.9714750932097962	27027622.625	41582142.875	2647112.9375	1520090.8125	2832166.0	1911722.875	1470604.0	2717135.125	3155980.4375	5675097.4375	6191277.375	244249.375	348426.75	255985.5	157491.875
Ae_bicornis	S_vavilovii	T_urartu	-99999.9	1.0	2.517482124825959	65434377.5625	4780182.8125	4729830.375	1206453.75	1010618.25	6230762.625	1106797.0	668780.75	941467.8125	14320012.4375	1057534.875	707314.125	1032678.625	1287011.625	75644.375
Ae_bicornis	T_urartu	S_vavilovii	36.501623562905394	0.0	0.3842049184304177	65434377.5625	4729830.375	4780182.8125	1206453.75	1010618.25	6230762.625	941467.8125	707314.125	1106797.0	14320012.4375	1032678.625	668780.75	1057534.875	1287011.625	75644.375
S_vavilovii	Ae_bicornis	T_urartu	-22.002365275052114	1.0	0.7267002646254904	65434377.5625	4780182.8125	6230762.625	1106797.0	668780.75	4729830.375	1206453.75	1010618.25	941467.8125	14320012.4375	1057534.875	707314.125	1287011.625	1032678.625	75644.375
Ae_bicornis	S_vavilovii	Ta_caputMedusae	-7.024486505642767	0.9999999999989186	0.8814938224509339	16349925.5	1197411.1875	1250690.75	277176.9375	223343.375	1526713.5	285739.3125	185853.0	222049.125	3613743.4375	244268.75	159311.375	299691.5	295816.375	18341.875
Ae_bicornis	Ta_caputMedusae	S_vavilovii	45.226304032684396	0.0	0.5360314725041662	16349925.5	1250690.75	1197411.1875	277176.9375	223343.375	1526713.5	222049.125	159311.375	285739.3125	3613743.4375	299691.5	185853.0	244268.75	295816.375	18341.875
S_vavilovii	Ae_bicornis	Ta_caputMedusae	-99999.9	1.0	1.183878332507882	16349925.5	1197411.1875	1526713.5	285739.3125	185853.0	1250690.75	277176.9375	223343.375	222049.125	3613743.4375	244268.75	159311.375	295816.375	299691.5	18341.875
Ae_bicornis	T_boeoticum	T_urartu	-271.07756980680705	1.0	0.5246703625727807	109119843.6875	7173586.625	165552369.75	6370852.8125	11259360.875	10628101.125	12649581.8125	893184.5	5719100.8125	23186966.0	892854.625	11051492.875	24912593.0	1429120.625	552846.875
Ae_bicornis	T_urartu	T_boeoticum	28.138712194255582	0.0	0.9140422089376573	109119843.6875	165552369.75	7173586.625	6370852.8125	11259360.875	10628101.125	5719100.8125	11051492.875	12649581.8125	23186966.0	24912593.0	893184.5	892854.625	1429120.625	552846.875
T_boeoticum	Ae_bicornis	T_urartu	-99999.9	1.0	-0.11582631313403272	109119843.6875	7173586.625	10628101.125	12649581.8125	893184.5	165552369.75	6370852.8125	11259360.875	5719100.8125	23186966.0	892854.625	11051492.875	1429120.625	24912593.0	552846.875
Ae_bicornis	T_boeoticum	Ta_caputMedusae	-312.9260435138176	1.0	0.5076413524055366	27242921.4375	1828012.3125	41769911.4375	1472319.8125	2719052.0	2545747.6875	3288565.6875	253902.875	1415943.9375	5886386.3125	210436.5	2683916.5	6427414.625	337737.75	144861.125
Ae_bicornis	Ta_caputMedusae	T_boeoticum	9.71315599732856	0.0	0.9707745233745427	27242921.4375	41769911.4375	1828012.3125	1472319.8125	2719052.0	2545747.6875	1415943.9375	2683916.5	3288565.6875	5886386.3125	6427414.625	253902.875	210436.5	337737.75	144861.125
T_boeoticum	Ae_bicornis	Ta_caputMedusae	-99999.9	1.0	-0.03203411331518806	27242921.4375	1828012.3125	2545747.6875	3288565.6875	253902.875	41769911.4375	1472319.8125	2719052.0	1415943.9375	5886386.3125	210436.5	2683916.5	337737.75	6427414.625	144861.125
Ae_bicornis	T_urartu	Ta_caputMedusae	-99999.9	1.0	-0.43528986857771673	66052254.0625	4360523.125	4574178.0625	1218219.0	1086551.0	6151623.25	915947.3125	659964.5	824275.375	14810581.4375	758961.25	512166.0	1007442.625	1218105.5	65400.5
Ae_bicornis	Ta_caputMedusae	T_urartu	21.847450909737194	0.0	0.1887747110658135	66052254.0625	4574178.0625	4360523.125	1218219.0	1086551.0	6151623.25	824275.375	512166.0	915947.3125	14810581.4375	1007442.625	659964.5	758961.25	1218105.5	65400.5
T_urartu	Ae_bicornis	Ta_caputMedusae	-72.03803076660913	1.0	0.5658359101373542	66052254.0625	4360523.125	6151623.25	915947.3125	659964.5	4574178.0625	1218219.0	1086551.0	824275.375	14810581.4375	758961.25	512166.0	1218105.5	1007442.625	65400.5
Ae_caudata	Ae_comosa	Ae_longissima	59.42685182668335	0.0	0.46659399230440307	91473199.5625	8632845.5625	6248964.1875	1740988.4375	2183881.75	5523878.625	1239291.25	1182512.0	1678148.125	20569867.125	1547697.125	1575013.25	1081741.625	1141468.25	104314.125
Ae_caudata	Ae_longissima	Ae_comosa	-99999.9	1.0	1.1671211291390922	91473199.5625	6248964.1875	8632845.5625	1740988.4375	2183881.75	5523878.625	1678148.125	1575013.25	1239291.25	20569867.125	1081741.625	1182512.0	1547697.125	1141468.25	104314.125
Ae_comosa	Ae_caudata	Ae_longissima	-8.509384613559913	1.0	0.11131291101122599	91473199.5625	8632845.5625	5523878.625	1239291.25	1182512.0	6248964.1875	1740988.4375	2183881.75	1678148.125	20569867.125	1547697.125	1575013.25	1141468.25	1081741.625	104314.125
Ae_caudata	Ae_comosa	Ae_mutica	13.742781950451889	0.0	0.8861189822249343	126487990.875	7298218.5625	10628324.0625	1765049.875	1684614.125	8391092.75	1647307.1875	1197382.625	2563474.1875	28334976.5	1546503.125	2890593.125	1869484.625	1656503.5	129480.875
Ae_caudata	Ae_mutica	Ae_comosa	-93.19110565254381	1.0	0.5343354963487836	126487990.875	10628324.0625	7298218.5625	1765049.875	1684614.125	8391092.75	2563474.1875	2890593.125	1647307.1875	28334976.5	1869484.625	1197382.625	1546503.125	1656503.5	129480.875
Ae_comosa	Ae_caudata	Ae_mutica	-11.976606045215508	1.0	1.1729776200437319	126487990.875	7298218.5625	8391092.75	1647307.1875	1197382.625	10628324.0625	1765049.875	1684614.125	2563474.1875	28334976.5	1546503.125	2890593.125	1656503.5	1869484.625	129480.875
Ae_caudata	Ae_comosa	Ae_searsii	12.911922314588436	0.0	0.8415635728226517	80886375.5	17314772.4375	5538357.8125	1597219.5	2348522.5	3872277.25	1507857.5625	1894640.75	1982519.5625	17820877.625	3017234.875	775920.125	961420.25	735307.375	108206.875
Ae_caudata	Ae_searsii	Ae_comosa	-55.67207486751351	1.0	0.5519569068199447	80886375.5	5538357.8125	17314772.4375	1597219.5	2348522.5	3872277.25	1982519.5625	775920.125	1507857.5625	17820877.625	961420.25	1894640.75	3017234.875	735307.375	108206.875
Ae_comosa	Ae_caudata	Ae_searsii	-10.481067527642972	1.0	1.30196155868731	80886375.5	17314772.4375	3872277.25	1507857.5625	1894640.75	5538357.8125	1597219.5	2348522.5	1982519.5625	17820877.625	3017234.875	775920.125	735307.375	961420.25	108206.875
Ae_caudata	Ae_comosa	Ae_sharonensis	23.205266519386225	0.0	0.6841716803334529	62937801.9375	4108374.1875	4860929.625	969920.875	1041129.875	3825516.875	872999.5	742294.0	1082958.0625	14159096.5625	808921.25	1187690.25	846628.375	783068.25	64923.375
Ae_caudata	Ae_sharonensis	Ae_comosa	-27.063772697605003	1.0	0.6500350623808517	62937801.9375	4860929.625	4108374.1875	969920.875	1041129.875	3825516.875	1082958.0625	1187690.25	872999.5	14159096.5625	846628.375	742294.0	808921.25	783068.25	64923.375
Ae_comosa	Ae_caudata	Ae_sharonensis	-12.493217858354	1.0	7.014054519435491	62937801.9375	4108374.1875	3825516.875	872999.5	742294.0	4860929.625	969920.875	1041129.875	1082958.0625	14159096.5625	808921.25	1187690.25	783068.25	846628.375	64923.375
Ae_caudata	Ae_comosa	Ae_speltoides	29.928948134671852	0.0	0.7958877237231559	123991296.6875	8989325.5	9819786.625	1885611.3125	2077199.375	7871894.4375	1633323.5	1372057.375	2617060.375	27420333.6875	1906206.0	2580025.125	1715926.0	1527539.625	136357.375
Ae_caudata	Ae_speltoides	Ae_comosa	-86.77193257092769	1.0	0.5735453244409543	123991296.6875	9819786.625	8989325.5	1885611.3125	2077199.375	7871894.4375	2617060.375	2580025.125	1633323.5	27420333.6875	1715926.0	1372057.375	1906206.0	1527539.625	136357.375
Ae_comosa	Ae_caudata	Ae_speltoides	-22.253411060469652	1.0	1.5265196476134077	123991296.6875	8989325.5	7871894.4375	1633323.5	1372057.375	9819786.625	1885611.3125	2077199.375	2617060.375	27420333.6875	1906206.0	2580025.125	1527539.625	1715926.0	136357.375
Ae_caudata	Ae_comosa	Ae_tauschii	30.589820749353716	0.0	0.6693995455084504	125635599.0625	8464345.125	9758079.5	1974895.1875	2150394.125	7778418.875	1717029.3125	1469229.125	2239155.9375	28391700.125	1598185.0	2544707.125	1678759.75	1550971.5	129511.25
Ae_caudata	Ae_tauschii	Ae_comosa	-31.348424732779247	1.0	0.6639560115013291	125635599.0625	9758079.5	8464345.125	1974895.1875	2150394.125	7778418.875	2239155.9375	2544707.125	1717029.3125	28391700.125	1678759.75	1469229.125	1598185.0	1550971.5	129511.25
Ae_comosa	Ae_caudata	Ae_tauschii	-15.482238573046851	1.0	41.32383353857582	125635599.0625	8464345.125	7778418.875	1717029.3125	1469229.125	9758079.5	1974895.1875	2150394.125	2239155.9375	28391700.125	1598185.0	2544707.125	1550971.5	1678759.75	129511.25
Ae_caudata	Ae_comosa	Ae_umbellulata	38.366099341313394	0.0	0.678871568296206	93525422.875	7052354.4375	7301536.1875	1519844.875	1702818.375	6030319.875	1274331.8125	991693.25	1793351.0625	21065657.875	1327480.5	2060552.0	1261767.75	1191604.75	100783.375
Ae_caudata	Ae_umbellulata	Ae_comosa	-42.740559110124266	1.0	0.6548928595115284	93525422.875	7301536.1875	7052354.4375	1519844.875	1702818.375	6030319.875	1793351.0625	2060552.0	1274331.8125	21065657.875	1261767.75	991693.25	1327480.5	1191604.75	100783.375
Ae_comosa	Ae_caudata	Ae_umbellulata	-20.217680866536035	1.0	9.770477126080074	93525422.875	7052354.4375	6030319.875	1274331.8125	991693.25	7301536.1875	1519844.875	1702818.375	1793351.0625	21065657.875	1327480.5	2060552.0	1191604.75	1261767.75	100783.375
Ae_caudata	Ae_comosa	Ae_uniaristata	19.249238421624433	0.0	0.7478081075150742	127289821.9375	7305591.625	10875388.8125	1846957.0	1484887.125	8138147.625	1688203.9375	1333730.375	2158944.0	28884616.6875	1379249.5	2733578.125	1888701.125	1623624.5	120217.625
Ae_caudata	Ae_uniaristata	Ae_comosa	-37.829268001978456	1.0	0.6014102297632005	127289821.9375	10875388.8125	7305591.625	1846957.0	1484887.125	8138147.625	2158944.0	2733578.125	1688203.9375	28884616.6875	1888701.125	1333730.375	1379249.5	1623624.5	120217.625
